uf;estado;secao;nome_secao;co_pais;co_pais_ison_num;destino;periodo;valor_fob
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";232;208;Dinamarca;P1;612.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";232;208;Dinamarca;P2;207.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";244;784;Emirados Árabes Unidos;P2;330.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";245;724;Espanha;P1;194478.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";249;840;Estados Unidos;P1;639.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";249;840;Estados Unidos;P2;1257.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";267;608;Filipinas;P1;1.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";267;608;Filipinas;P2;277.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";301;300;Grécia;P1;2252.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";301;300;Grécia;P2;9374.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";337;328;Guiana;P2;11.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";345;340;Honduras;P1;4.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";351;344;Hong Kong;P2;4723.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";361;356;Índia;P1;262.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";365;360;Indonésia;P2;41.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";386;380;Itália;P2;1529.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";399;392;Japão;P2;3869.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";434;430;Libéria;P1;1235.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";434;430;Libéria;P2;10918.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";445;442;Luxemburgo;P2;1552.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";455;458;Malásia;P2;89.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";467;470;Malta;P1;2.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";467;470;Malta;P2;2687.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";476;584;Marshall, Ilhas;P1;472.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";476;584;Marshall, Ilhas;P2;13359.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";493;484;México;P1;653.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";498;499;Montenegro;P2;35.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";538;578;Noruega;P2;1094.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";573;528;Países Baixos (Holanda);P1;501.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";573;528;Países Baixos (Holanda);P2;1362.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";575;585;Palau;P2;12863.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";580;591;Panamá;P1;316.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";580;591;Panamá;P2;7765.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";586;600;Paraguai;P1;24949.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";586;600;Paraguai;P2;53.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";589;604;Peru;P1;295.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";603;616;Polônia;P2;78.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";607;620;Portugal;P1;450.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";607;620;Portugal;P2;711.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";628;826;Reino Unido;P1;145.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";628;826;Reino Unido;P2;1404.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";705;670;São Vicente e Granadinas;P2;1158.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";741;702;Singapura;P2;1602.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";754;748;Suazilândia;P2;7.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";756;710;África do Sul;P2;7592.00
AL;Alagoas;X;"Pastas de madeira ou de outras matérias fibrosas celulósicas; Papel ou cartão para reciclar (desperdícios e aparas); Papel e suas obras";827;792;Turquia;P2;981.00
AL;Alagoas;XI;Matérias têxteis e suas obras;023;276;Alemanha;P2;2354.00
AL;Alagoas;XI;Matérias têxteis e suas obras;040;024;Angola;P2;9480.00
AL;Alagoas;XI;Matérias têxteis e suas obras;043;028;Antígua e Barbuda;P1;1260.00
AL;Alagoas;XI;Matérias têxteis e suas obras;043;028;Antígua e Barbuda;P2;949.00
AL;Alagoas;XI;Matérias têxteis e suas obras;063;032;Argentina;P2;1741.00
AL;Alagoas;XI;Matérias têxteis e suas obras;077;044;Bahamas;P1;412.00
AL;Alagoas;XI;Matérias têxteis e suas obras;077;044;Bahamas;P2;2405.00
AL;Alagoas;XI;Matérias têxteis e suas obras;080;048;Barein;P2;966.00
AL;Alagoas;XI;Matérias têxteis e suas obras;083;052;Barbados;P2;1978.00
AL;Alagoas;XI;Matérias têxteis e suas obras;088;084;Belize;P2;4025.00
AL;Alagoas;XI;Matérias têxteis e suas obras;090;060;Bermudas;P1;522.00
AL;Alagoas;XI;Matérias têxteis e suas obras;105;076;Brasil;P1;16.00
AL;Alagoas;XI;Matérias têxteis e suas obras;105;076;Brasil;P2;293.00
AL;Alagoas;XI;Matérias têxteis e suas obras;149;124;Canadá;P1;2810.00
AL;Alagoas;XI;Matérias têxteis e suas obras;160;156;China;P1;713982.00
AL;Alagoas;XI;Matérias têxteis e suas obras;160;156;China;P2;287298.00
AL;Alagoas;XI;Matérias têxteis e suas obras;163;196;Chipre;P2;2410.00
AL;Alagoas;XI;Matérias têxteis e suas obras;183;184;Cook, Ilhas;P2;986.00
AL;Alagoas;XI;Matérias têxteis e suas obras;190;410;Coreia do Sul;P2;1364.00
AL;Alagoas;XI;Matérias têxteis e suas obras;195;191;Croácia;P2;76.00
AL;Alagoas;XI;Matérias têxteis e suas obras;232;208;Dinamarca;P1;432.00
AL;Alagoas;XI;Matérias têxteis e suas obras;232;208;Dinamarca;P2;2146.00
AL;Alagoas;XI;Matérias têxteis e suas obras;244;784;Emirados Árabes Unidos;P2;162.00
AL;Alagoas;XI;Matérias têxteis e suas obras;249;840;Estados Unidos;P1;2636.00
AL;Alagoas;XI;Matérias têxteis e suas obras;249;840;Estados Unidos;P2;5309.00
AL;Alagoas;XI;Matérias têxteis e suas obras;267;608;Filipinas;P2;1693.00
AL;Alagoas;XI;Matérias têxteis e suas obras;285;270;Gâmbia;P2;12311.00
AL;Alagoas;XI;Matérias têxteis e suas obras;301;300;Grécia;P1;6727.00
AL;Alagoas;XI;Matérias têxteis e suas obras;301;300;Grécia;P2;9102.00
AL;Alagoas;XI;Matérias têxteis e suas obras;334;624;Guiné-Bissau;P2;119.00
AL;Alagoas;XI;Matérias têxteis e suas obras;351;344;Hong Kong;P1;328.00
AL;Alagoas;XI;Matérias têxteis e suas obras;351;344;Hong Kong;P2;7005.00
AL;Alagoas;XI;Matérias têxteis e suas obras;361;356;Índia;P2;3382.00
AL;Alagoas;XI;Matérias têxteis e suas obras;365;360;Indonésia;P2;235.00
AL;Alagoas;XI;Matérias têxteis e suas obras;383;376;Israel;P2;4951.00
AL;Alagoas;XI;Matérias têxteis e suas obras;386;380;Itália;P2;845.00
AL;Alagoas;XI;Matérias têxteis e suas obras;399;392;Japão;P1;738.00
AL;Alagoas;XI;Matérias têxteis e suas obras;399;392;Japão;P2;54.00
AL;Alagoas;XI;Matérias têxteis e suas obras;427;428;Letônia;P2;224.00
AL;Alagoas;XI;Matérias têxteis e suas obras;434;430;Libéria;P1;338.00
AL;Alagoas;XI;Matérias têxteis e suas obras;434;430;Libéria;P2;47611.00
AL;Alagoas;XI;Matérias têxteis e suas obras;445;442;Luxemburgo;P2;681.00
AL;Alagoas;XI;Matérias têxteis e suas obras;455;458;Malásia;P2;769.00
AL;Alagoas;XI;Matérias têxteis e suas obras;467;470;Malta;P1;152.00
AL;Alagoas;XI;Matérias têxteis e suas obras;467;470;Malta;P2;8967.00
AL;Alagoas;XI;Matérias têxteis e suas obras;474;504;Marrocos;P1;228283.00
AL;Alagoas;XI;Matérias têxteis e suas obras;474;504;Marrocos;P2;262013.00
AL;Alagoas;XI;Matérias têxteis e suas obras;476;584;Marshall, Ilhas;P1;999.00
AL;Alagoas;XI;Matérias têxteis e suas obras;476;584;Marshall, Ilhas;P2;18424.00
AL;Alagoas;XI;Matérias têxteis e suas obras;488;478;Mauritânia;P2;6800.00
AL;Alagoas;XI;Matérias têxteis e suas obras;493;484;México;P2;3000.00
AL;Alagoas;XI;Matérias têxteis e suas obras;498;499;Montenegro;P2;384.00
AL;Alagoas;XI;Matérias têxteis e suas obras;505;508;Moçambique;P2;503.00
AL;Alagoas;XI;Matérias têxteis e suas obras;507;516;Namíbia;P2;228803.00
AL;Alagoas;XI;Matérias têxteis e suas obras;538;578;Noruega;P2;8763.00
AL;Alagoas;XI;Matérias têxteis e suas obras;580;591;Panamá;P1;850.00
AL;Alagoas;XI;Matérias têxteis e suas obras;580;591;Panamá;P2;9077.00
AL;Alagoas;XI;Matérias têxteis e suas obras;586;600;Paraguai;P1;12808.00
AL;Alagoas;XI;Matérias têxteis e suas obras;603;616;Polônia;P2;69.00
AL;Alagoas;XI;Matérias têxteis e suas obras;607;620;Portugal;P1;722.00
AL;Alagoas;XI;Matérias têxteis e suas obras;607;620;Portugal;P2;1250.00
AL;Alagoas;XI;Matérias têxteis e suas obras;628;826;Reino Unido;P1;55.00
AL;Alagoas;XI;Matérias têxteis e suas obras;628;826;Reino Unido;P2;12779.00
AL;Alagoas;XI;Matérias têxteis e suas obras;698;898;São Martinho, Ilha de (parte francesa);P2;1588.00
AL;Alagoas;XI;Matérias têxteis e suas obras;705;670;São Vicente e Granadinas;P2;447.00
AL;Alagoas;XI;Matérias têxteis e suas obras;741;702;Singapura;P2;7996.00
AL;Alagoas;XI;Matérias têxteis e suas obras;754;748;Suazilândia;P2;30.00
AL;Alagoas;XI;Matérias têxteis e suas obras;756;710;África do Sul;P1;6000.00
AL;Alagoas;XI;Matérias têxteis e suas obras;756;710;África do Sul;P2;9075.00
AL;Alagoas;XI;Matérias têxteis e suas obras;767;756;Suíça;P2;1152.00
AL;Alagoas;XI;Matérias têxteis e suas obras;827;792;Turquia;P2;9577.00
AL;Alagoas;XI;Matérias têxteis e suas obras;888;180;Congo, República Democrática;P1;1368.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";023;276;Alemanha;P2;208.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";043;028;Antígua e Barbuda;P1;34.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";053;682;Arábia Saudita;P2;246.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";063;032;Argentina;P2;83.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";083;052;Barbados;P2;295.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";088;084;Belize;P2;149.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";097;068;Bolívia;P1;46.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";160;156;China;P2;5157.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";163;196;Chipre;P2;67.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";190;410;Coreia do Sul;P2;8.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";249;840;Estados Unidos;P2;7.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";301;300;Grécia;P1;133.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";301;300;Grécia;P2;263.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";351;344;Hong Kong;P1;40355.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";399;392;Japão;P2;40.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";434;430;Libéria;P2;3302.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";467;470;Malta;P1;22.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";467;470;Malta;P2;377.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";476;584;Marshall, Ilhas;P2;305.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";505;508;Moçambique;P1;684.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";505;508;Moçambique;P2;663.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";580;591;Panamá;P1;582.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";580;591;Panamá;P2;92.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";607;620;Portugal;P2;562.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";628;826;Reino Unido;P2;148.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";741;702;Singapura;P2;353.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";776;764;Tailândia;P2;108.00
AL;Alagoas;XII;"Calçado, chapéus e artefatos de uso semelhante, guarda-chuvas, guarda-sóis, bengalas, chicotes e suas partes; Penas preparadas e suas obras; Flores artificiais; Obras de cabelo";827;792;Turquia;P2;73.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";015;248;Aland, Ilhas;P2;1200.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";023;276;Alemanha;P2;5741.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";040;024;Angola;P1;22898.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";040;024;Angola;P2;19326.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";043;028;Antígua e Barbuda;P1;70401.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";043;028;Antígua e Barbuda;P2;30586.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";047;530;Antilhas Holandesas;P1;22985.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";053;682;Arábia Saudita;P1;17503.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";063;032;Argentina;P1;916794.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";063;032;Argentina;P2;2483445.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";065;533;Aruba;P1;35259.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";065;533;Aruba;P2;15306.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";069;036;Austrália;P1;10785.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";077;044;Bahamas;P1;29076.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";077;044;Bahamas;P2;352788.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";080;048;Barein;P1;223047.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";080;048;Barein;P2;117275.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";083;052;Barbados;P1;61023.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";083;052;Barbados;P2;100827.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";087;056;Bélgica;P2;7.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";088;084;Belize;P2;432.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";090;060;Bermudas;P2;879.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";097;068;Bolívia;P1;437447.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";097;068;Bolívia;P2;157726.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";137;136;Cayman, Ilhas;P1;7203.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";149;124;Canadá;P1;183872.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";154;634;Catar;P1;218751.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";158;152;Chile;P1;1516089.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";158;152;Chile;P2;2983985.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";160;156;China;P1;19895.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";160;156;China;P2;1550.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";161;158;Taiwan (Formosa);P1;9048.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";163;196;Chipre;P2;920.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";169;170;Colômbia;P1;1364784.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";169;170;Colômbia;P2;1308619.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";183;184;Cook, Ilhas;P2;21.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";190;410;Coreia do Sul;P1;27448.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";190;410;Coreia do Sul;P2;70.00
AL;Alagoas;XIII;"Obras de pedra, gesso, cimento, amianto, mica ou de matérias semelhantes; Produtos cerâmicos; Vidro e suas obras";193;384;Costa do Marfim;P1;175969.00
