uf;estado;secao;nome_secao;co_pais;co_pais_ison_num;destino;periodo;valor_fob
AL;Alagoas;I;Animais vivos e produtos do reino animal;013;004;Afeganistão;P2;1818.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;023;276;Alemanha;P2;14959.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;043;028;Antígua e Barbuda;P1;3256.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;043;028;Antígua e Barbuda;P2;8049.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;053;682;Arábia Saudita;P2;4109.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;077;044;Bahamas;P1;30575.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;077;044;Bahamas;P2;71673.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;080;048;Barein;P2;5428.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;083;052;Barbados;P2;9290.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;087;056;Bélgica;P1;3040.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;087;056;Bélgica;P2;8228.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;088;084;Belize;P2;12120.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;090;060;Bermudas;P1;4304.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;105;076;Brasil;P1;4119.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;105;076;Brasil;P2;27382.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;111;100;Bulgária;P2;858.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;137;136;Cayman, Ilhas;P2;18429.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;145;120;Camarões;P2;5391.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;149;124;Canadá;P2;2560.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;160;156;China;P1;24436.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;160;156;China;P2;93700.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;161;158;Taiwan (Formosa);P2;7301.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;163;196;Chipre;P1;334.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;163;196;Chipre;P2;62816.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;183;184;Cook, Ilhas;P2;6899.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;190;410;Coreia do Sul;P1;2537.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;190;410;Coreia do Sul;P2;5214.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;195;191;Croácia;P2;7077.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;232;208;Dinamarca;P1;19464.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;232;208;Dinamarca;P2;60933.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;239;218;Equador;P1;48232.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;244;784;Emirados Árabes Unidos;P2;58.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;249;840;Estados Unidos;P2;34510.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;255;238;Falkland (Malvinas);P2;14994.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;267;608;Filipinas;P1;2017.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;267;608;Filipinas;P2;27584.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;275;250;França;P1;766.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;275;250;França;P2;2708.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;281;266;Gabão;P2;16683.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;293;292;Gibraltar;P1;1264.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;293;292;Gibraltar;P2;6362.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;301;300;Grécia;P1;42818.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;301;300;Grécia;P2;199742.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;334;624;Guiné-Bissau;P2;1745.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;351;344;Hong Kong;P1;29829.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;351;344;Hong Kong;P2;138781.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;361;356;Índia;P1;6.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;361;356;Índia;P2;15377.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;365;360;Indonésia;P2;1639.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;386;380;Itália;P1;552.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;386;380;Itália;P2;74835.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;399;392;Japão;P1;5421.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;399;392;Japão;P2;46546.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;427;428;Letônia;P2;5161.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;434;430;Libéria;P1;45081.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;434;430;Libéria;P2;225599.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;445;442;Luxemburgo;P2;56779.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;455;458;Malásia;P1;391.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;455;458;Malásia;P2;3476.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;467;470;Malta;P1;7842.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;467;470;Malta;P2;81579.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;476;584;Marshall, Ilhas;P1;70511.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;476;584;Marshall, Ilhas;P2;271422.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;498;499;Montenegro;P2;1394.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;538;578;Noruega;P1;8982.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;538;578;Noruega;P2;116171.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;573;528;Países Baixos (Holanda);P1;10244.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;573;528;Países Baixos (Holanda);P2;59867.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;575;585;Palau;P2;5645.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;580;591;Panamá;P1;39496.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;580;591;Panamá;P2;142001.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;589;604;Peru;P2;2627.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;603;616;Polônia;P2;2345.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;607;620;Portugal;P1;39003.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;607;620;Portugal;P2;28412.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;628;826;Reino Unido;P1;6765.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;628;826;Reino Unido;P2;40346.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;676;643;Rússia;P2;12508.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;705;670;São Vicente e Granadinas;P2;10712.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;728;686;Senegal;P2;2136.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;741;702;Singapura;P1;10648.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;741;702;Singapura;P2;96100.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;754;748;Suazilândia;P2;238.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;767;756;Suíça;P2;164.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;776;764;Tailândia;P2;12177.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;827;792;Turquia;P2;8487.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;828;798;Tuvalu;P1;2182.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;858;704;Vietnã;P1;5006.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;858;704;Vietnã;P2;6423.00
AL;Alagoas;I;Animais vivos e produtos do reino animal;866;850;Virgens, Ilhas (Americanas);P2;1384.00
AL;Alagoas;II;Produtos do reino vegetal;013;004;Afeganistão;P2;826.00
AL;Alagoas;II;Produtos do reino vegetal;023;276;Alemanha;P2;10192.00
AL;Alagoas;II;Produtos do reino vegetal;040;024;Angola;P1;4665.00
AL;Alagoas;II;Produtos do reino vegetal;040;024;Angola;P2;59173.00
AL;Alagoas;II;Produtos do reino vegetal;043;028;Antígua e Barbuda;P1;2035.00
AL;Alagoas;II;Produtos do reino vegetal;043;028;Antígua e Barbuda;P2;4918.00
AL;Alagoas;II;Produtos do reino vegetal;053;682;Arábia Saudita;P2;1666.00
AL;Alagoas;II;Produtos do reino vegetal;063;032;Argentina;P1;10017.00
AL;Alagoas;II;Produtos do reino vegetal;063;032;Argentina;P2;6896.00
AL;Alagoas;II;Produtos do reino vegetal;069;036;Austrália;P2;60.00
AL;Alagoas;II;Produtos do reino vegetal;077;044;Bahamas;P1;32601.00
AL;Alagoas;II;Produtos do reino vegetal;077;044;Bahamas;P2;160577.00
AL;Alagoas;II;Produtos do reino vegetal;080;048;Barein;P2;2753.00
AL;Alagoas;II;Produtos do reino vegetal;083;052;Barbados;P2;14102.00
AL;Alagoas;II;Produtos do reino vegetal;087;056;Bélgica;P1;2441.00
AL;Alagoas;II;Produtos do reino vegetal;087;056;Bélgica;P2;3694.00
AL;Alagoas;II;Produtos do reino vegetal;088;084;Belize;P2;8447.00
AL;Alagoas;II;Produtos do reino vegetal;090;060;Bermudas;P1;9862.00
AL;Alagoas;II;Produtos do reino vegetal;097;068;Bolívia;P1;2661.00
AL;Alagoas;II;Produtos do reino vegetal;097;068;Bolívia;P2;29918.00
AL;Alagoas;II;Produtos do reino vegetal;105;076;Brasil;P1;1717.00
AL;Alagoas;II;Produtos do reino vegetal;105;076;Brasil;P2;8726.00
AL;Alagoas;II;Produtos do reino vegetal;111;100;Bulgária;P1;264.00
AL;Alagoas;II;Produtos do reino vegetal;111;100;Bulgária;P2;8097.00
AL;Alagoas;II;Produtos do reino vegetal;127;132;Cabo Verde;P1;6519.00
AL;Alagoas;II;Produtos do reino vegetal;127;132;Cabo Verde;P2;396.00
AL;Alagoas;II;Produtos do reino vegetal;137;136;Cayman, Ilhas;P2;3856.00
AL;Alagoas;II;Produtos do reino vegetal;145;120;Camarões;P2;1521.00
AL;Alagoas;II;Produtos do reino vegetal;149;124;Canadá;P1;3351.00
AL;Alagoas;II;Produtos do reino vegetal;149;124;Canadá;P2;8888.00
AL;Alagoas;II;Produtos do reino vegetal;158;152;Chile;P1;10089.00
AL;Alagoas;II;Produtos do reino vegetal;158;152;Chile;P2;11837.00
AL;Alagoas;II;Produtos do reino vegetal;160;156;China;P1;122059531.00
AL;Alagoas;II;Produtos do reino vegetal;160;156;China;P2;65299.00
AL;Alagoas;II;Produtos do reino vegetal;161;158;Taiwan (Formosa);P1;3609300.00
AL;Alagoas;II;Produtos do reino vegetal;161;158;Taiwan (Formosa);P2;4525065.00
AL;Alagoas;II;Produtos do reino vegetal;163;196;Chipre;P1;261.00
AL;Alagoas;II;Produtos do reino vegetal;163;196;Chipre;P2;33949.00
AL;Alagoas;II;Produtos do reino vegetal;169;170;Colômbia;P2;626584.00
AL;Alagoas;II;Produtos do reino vegetal;183;184;Cook, Ilhas;P2;9025.00
AL;Alagoas;II;Produtos do reino vegetal;190;410;Coreia do Sul;P1;1774.00
AL;Alagoas;II;Produtos do reino vegetal;190;410;Coreia do Sul;P2;4599573.00
AL;Alagoas;II;Produtos do reino vegetal;195;191;Croácia;P2;2792.00
AL;Alagoas;II;Produtos do reino vegetal;232;208;Dinamarca;P1;7903.00
AL;Alagoas;II;Produtos do reino vegetal;232;208;Dinamarca;P2;40966.00
AL;Alagoas;II;Produtos do reino vegetal;239;218;Equador;P2;253605.00
AL;Alagoas;II;Produtos do reino vegetal;244;784;Emirados Árabes Unidos;P2;559.00
AL;Alagoas;II;Produtos do reino vegetal;245;724;Espanha;P1;4566230.00
AL;Alagoas;II;Produtos do reino vegetal;245;724;Espanha;P2;1084078.00
AL;Alagoas;II;Produtos do reino vegetal;249;840;Estados Unidos;P1;317141.00
AL;Alagoas;II;Produtos do reino vegetal;249;840;Estados Unidos;P2;467592.00
AL;Alagoas;II;Produtos do reino vegetal;255;238;Falkland (Malvinas);P2;7502.00
AL;Alagoas;II;Produtos do reino vegetal;267;608;Filipinas;P1;3458.00
AL;Alagoas;II;Produtos do reino vegetal;267;608;Filipinas;P2;12844.00
AL;Alagoas;II;Produtos do reino vegetal;275;250;França;P1;27959476.00
AL;Alagoas;II;Produtos do reino vegetal;275;250;França;P2;8659.00
AL;Alagoas;II;Produtos do reino vegetal;281;266;Gabão;P2;7109.00
AL;Alagoas;II;Produtos do reino vegetal;293;292;Gibraltar;P1;1787.00
AL;Alagoas;II;Produtos do reino vegetal;293;292;Gibraltar;P2;1933.00
AL;Alagoas;II;Produtos do reino vegetal;301;300;Grécia;P1;26622.00
AL;Alagoas;II;Produtos do reino vegetal;301;300;Grécia;P2;119318.00
AL;Alagoas;II;Produtos do reino vegetal;334;624;Guiné-Bissau;P2;510.00
AL;Alagoas;II;Produtos do reino vegetal;351;344;Hong Kong;P1;28128.00
AL;Alagoas;II;Produtos do reino vegetal;351;344;Hong Kong;P2;96054.00
AL;Alagoas;II;Produtos do reino vegetal;361;356;Índia;P1;630.00
AL;Alagoas;II;Produtos do reino vegetal;361;356;Índia;P2;14056.00
AL;Alagoas;II;Produtos do reino vegetal;365;360;Indonésia;P1;155768.00
AL;Alagoas;II;Produtos do reino vegetal;365;360;Indonésia;P2;2330.00
AL;Alagoas;II;Produtos do reino vegetal;383;376;Israel;P1;5291200.00
AL;Alagoas;II;Produtos do reino vegetal;386;380;Itália;P1;258.00
AL;Alagoas;II;Produtos do reino vegetal;386;380;Itália;P2;65845.00
AL;Alagoas;II;Produtos do reino vegetal;399;392;Japão;P1;15319.00
AL;Alagoas;II;Produtos do reino vegetal;399;392;Japão;P2;27255.00
AL;Alagoas;II;Produtos do reino vegetal;427;428;Letônia;P2;2730.00
AL;Alagoas;II;Produtos do reino vegetal;434;430;Libéria;P1;26433.00
AL;Alagoas;II;Produtos do reino vegetal;434;430;Libéria;P2;178953.00
AL;Alagoas;II;Produtos do reino vegetal;445;442;Luxemburgo;P2;31721.00
AL;Alagoas;II;Produtos do reino vegetal;455;458;Malásia;P1;286.00
AL;Alagoas;II;Produtos do reino vegetal;455;458;Malásia;P2;3903.00
AL;Alagoas;II;Produtos do reino vegetal;467;470;Malta;P1;5355.00
AL;Alagoas;II;Produtos do reino vegetal;467;470;Malta;P2;61816.00
AL;Alagoas;II;Produtos do reino vegetal;476;584;Marshall, Ilhas;P1;49057.00
AL;Alagoas;II;Produtos do reino vegetal;476;584;Marshall, Ilhas;P2;194613.00
AL;Alagoas;II;Produtos do reino vegetal;493;484;México;P2;339406.00
AL;Alagoas;II;Produtos do reino vegetal;498;499;Montenegro;P2;807.00
AL;Alagoas;II;Produtos do reino vegetal;538;578;Noruega;P1;3952.00
AL;Alagoas;II;Produtos do reino vegetal;538;578;Noruega;P2;68174.00
AL;Alagoas;II;Produtos do reino vegetal;545;598;Papua Nova Guiné;P2;13808.00
AL;Alagoas;II;Produtos do reino vegetal;573;528;Países Baixos (Holanda);P1;8235311.00
AL;Alagoas;II;Produtos do reino vegetal;573;528;Países Baixos (Holanda);P2;112216.00
AL;Alagoas;II;Produtos do reino vegetal;575;585;Palau;P2;8373.00
AL;Alagoas;II;Produtos do reino vegetal;576;586;Paquistão;P1;7207200.00
AL;Alagoas;II;Produtos do reino vegetal;580;591;Panamá;P1;23164.00
AL;Alagoas;II;Produtos do reino vegetal;580;591;Panamá;P2;135509.00
AL;Alagoas;II;Produtos do reino vegetal;586;600;Paraguai;P1;12356.00
AL;Alagoas;II;Produtos do reino vegetal;586;600;Paraguai;P2;29144.00
AL;Alagoas;II;Produtos do reino vegetal;589;604;Peru;P2;1201.00
AL;Alagoas;II;Produtos do reino vegetal;599;258;Polinésia Francesa;P1;2803.00
AL;Alagoas;II;Produtos do reino vegetal;603;616;Polônia;P2;2728.00
AL;Alagoas;II;Produtos do reino vegetal;607;620;Portugal;P1;25784.00
AL;Alagoas;II;Produtos do reino vegetal;607;620;Portugal;P2;208548.00
AL;Alagoas;II;Produtos do reino vegetal;628;826;Reino Unido;P1;2948.00
AL;Alagoas;II;Produtos do reino vegetal;628;826;Reino Unido;P2;6591300.00
AL;Alagoas;II;Produtos do reino vegetal;676;643;Rússia;P2;7809.00
AL;Alagoas;II;Produtos do reino vegetal;705;670;São Vicente e Granadinas;P2;9459.00
AL;Alagoas;II;Produtos do reino vegetal;728;686;Senegal;P2;1528.00
AL;Alagoas;II;Produtos do reino vegetal;741;702;Singapura;P1;9219.00
AL;Alagoas;II;Produtos do reino vegetal;741;702;Singapura;P2;67629.00
AL;Alagoas;II;Produtos do reino vegetal;754;748;Suazilândia;P2;68.00
AL;Alagoas;II;Produtos do reino vegetal;767;756;Suíça;P2;1130.00
AL;Alagoas;II;Produtos do reino vegetal;776;764;Tailândia;P2;13182124.00
AL;Alagoas;II;Produtos do reino vegetal;827;792;Turquia;P1;7348800.00
AL;Alagoas;II;Produtos do reino vegetal;827;792;Turquia;P2;5164.00
AL;Alagoas;II;Produtos do reino vegetal;828;798;Tuvalu;P1;160.00
AL;Alagoas;II;Produtos do reino vegetal;845;858;Uruguai;P2;6712.00
AL;Alagoas;II;Produtos do reino vegetal;850;862;Venezuela;P2;81250.00
AL;Alagoas;II;Produtos do reino vegetal;858;704;Vietnã;P1;2121.00
AL;Alagoas;II;Produtos do reino vegetal;858;704;Vietnã;P2;2956.00
AL;Alagoas;II;Produtos do reino vegetal;866;850;Virgens, Ilhas (Americanas);P2;450.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";013;004;Afeganistão;P2;94.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";023;276;Alemanha;P2;766.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";040;024;Angola;P1;93026.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";040;024;Angola;P2;225940.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";043;028;Antígua e Barbuda;P1;89.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";043;028;Antígua e Barbuda;P2;271.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";053;682;Arábia Saudita;P2;217.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";063;032;Argentina;P2;24195.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";077;044;Bahamas;P1;1525.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";077;044;Bahamas;P2;3290.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";080;048;Barein;P2;519.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";083;052;Barbados;P2;1157.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";087;056;Bélgica;P1;145.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";087;056;Bélgica;P2;592.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";088;084;Belize;P2;2243.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";097;068;Bolívia;P1;13029.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";097;068;Bolívia;P2;27495.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";105;076;Brasil;P1;114.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";105;076;Brasil;P2;1029.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";111;100;Bulgária;P2;7491.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";127;132;Cabo Verde;P1;152805.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";127;132;Cabo Verde;P2;210995.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";137;136;Cayman, Ilhas;P2;52.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";145;120;Camarões;P2;332.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";149;124;Canadá;P2;82.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";158;152;Chile;P1;502229.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";158;152;Chile;P2;190490.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";160;156;China;P1;3974.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";160;156;China;P2;5227.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";161;158;Taiwan (Formosa);P2;307.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";163;196;Chipre;P1;33.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";163;196;Chipre;P2;2516.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";169;170;Colômbia;P1;7349.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";169;170;Colômbia;P2;3116.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";183;184;Cook, Ilhas;P2;1046.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";190;410;Coreia do Sul;P2;201.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";195;191;Croácia;P2;136.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";232;208;Dinamarca;P1;461.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";232;208;Dinamarca;P2;2694.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";249;840;Estados Unidos;P2;206.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";255;238;Falkland (Malvinas);P2;714.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";267;608;Filipinas;P1;59.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";267;608;Filipinas;P2;685.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";275;250;França;P2;586.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";281;266;Gabão;P2;636.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";293;292;Gibraltar;P1;21.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";293;292;Gibraltar;P2;179.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";301;300;Grécia;P1;1722.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";301;300;Grécia;P2;15944.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";351;344;Hong Kong;P1;1425.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";351;344;Hong Kong;P2;6957.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";361;356;Índia;P2;720.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";365;360;Indonésia;P2;324.00
AL;Alagoas;III;"Gorduras e óleos animais ou vegetais; Produtos da sua dossociação; Gorduras alimentares elaboradas; Ceras de origem animal ou vegetal";386;380;Itália;P2;6790.00
